id id_2
0 18427
27 21247
27 4857
44 3103
44 4751
44 4401
44 9813
44 2532
44 1126
44 21324
44 4031
44 21274
44 5589
44 568
44 21681
44 19964
44 18235
44 839
44 16105
44 7288
44 13140
44 19621
44 19127
44 4077
44 14703
44 1618
44 20168
44 13408
44 11248
44 12025
44 7919
44 12745
44 5525
44 6398
44 20516
44 9567
44 4527
44 2160
44 20037
44 18167
44 20889
44 9996
44 6706
44 4917
44 11850
44 11473
44 17591
44 5165
44 13074
44 8062
44 3074
44 18638
44 7978
44 3981
44 18539
44 18624
44 1517
44 21087
44 5010
44 5317
44 8795
44 7606
52 13463
52 12715
52 11878
52 6333
52 14080
52 12546
52 10857
52 17291
52 7206
55 10980
55 9578
55 15839
55 2316
55 2348
55 22149
55 15121
55 10626
55 21937
68 366
68 20113
68 10922
68 16502
68 19635
69 526
69 20012
69 4186
69 12031
69 13610
69 19031
69 959
69 21687
70 14551
70 16034
70 20582
70 18911
70 21366
70 3663
70 19504
70 7029
70 4693
70 20076
70 12830
70 9282
70 9710
70 7595
70 20923
70 18475
70 10152
70 19854
70 924
14854 17877
14854 2725
14854 2648
14854 4903
79 11173
79 12514
79 19026
79 410
79 13675
79 10974
79 7228
79 20335
96 18418
96 14325
96 20388
96 13435
96 8500
96 2539
99 10980
99 2466
99 11469
99 4563
99 4653
99 7365
99 3221
99 14308
99 1789
99 15839
99 17169
99 20778
99 8574
99 8663
99 9777
99 5045
99 18369
101 4751
101 20162
101 19525
101 3852
101 8803
101 3241
101 21236
101 9034
101 2966
101 11329
101 13922
101 5858
101 4118
101 12774
101 410
101 18869
101 11375
101 17738
101 7919
101 1618
101 20516
101 18167
101 14090
101 11850
101 9641
101 17591
101 12837
101 13140
101 19127
101 5082
101 1517
101 15416
101 7355
101 1558
101 11137
101 8795
101 2539
111 1302
117 21767
119 14266
119 4212
119 11718
119 12794
828 7552
828 8641
828 11890
828 16733
140 5948
141 5035
141 21301
141 3576
141 9938
141 1211
141 15505
141 233
141 19020
141 14090
141 19495
141 8439
141 3449
141 16754
141 4296
141 13798
151 526
151 4186
151 12031
151 10499
151 19946
151 959
151 20012
151 19038
151 4887
151 3212
151 19731
151 3766
151 10540
152 5156
152 5719
152 6298
152 8936
153 4172
153 2689
7447 3214
7447 7447
7447 20269
7447 16543
7447 6553
7447 9619
7447 8655
7447 10088
7447 652
7447 17102
7447 21774
161 13616
1019 7571
1019 7025
1019 21489
1019 6213
1019 14596
1019 14804
1019 18416
175 8432
175 9695
175 2725
175 9428
175 4989
178 14787
178 5351
185 1886
185 17126
185 12078
185 11536
185 19264
185 1148
185 7880
185 11494
185 17476
185 18115
185 2554
185 4879
185 16864
226 17337
226 9143
226 2056
226 1786
226 1929
226 12484
226 14025
226 6558
233 5035
233 15505
233 3576
233 9938
233 16754
233 1211
233 3449
233 19020
233 19495
233 8439
233 21301
233 13798
247 17405
247 1878
258 11042
258 5040
258 6663
261 963
261 16137
261 16132
263 14236
7466 14764
7466 13540
7466 11791
7466 18707
7466 9143
7466 8019
7466 6324
7466 5989
265 12795
265 7334
265 12194
267 22048
267 21190
267 11333
267 267
267 12856
267 9539
267 11357
267 3709
274 18928
274 14907
275 2390
275 8717
281 11956
281 9765
281 1642
281 11447
281 18186
281 5950
281 6654
281 15062
281 18070
282 11264
295 18427
297 1402
297 20786
297 18713
297 11404
297 18349
297 14845
297 10044
297 5850
298 13012
298 17459
298 16387
298 6554
298 20218
298 5819
298 7067
298 7189
298 12342
298 10600
298 6391
298 22256
298 2787
298 16845
298 11692
298 21281
4264 3121
4264 13920
4264 7384
4264 11642
4264 9998
4264 15291
316 5375
316 3873
344 22188
344 9646
354 21869
357 16137
366 19635
366 20113
366 10922
366 13729
366 8678
366 16502
367 3862
367 13555
367 22385
367 8443
367 4187
367 16036
367 2337
367 3081
367 10586
367 12929
367 1803
367 14128
367 12812
367 21863
367 2890
367 9514
367 19922
367 20900
367 14207
367 16431
367 10395
367 10973
367 12833
367 4265
367 13206
367 13791
367 14169
367 8855
367 13503
367 10670
367 14804
367 14622
367 2897
367 4760
367 19658
367 9109
376 2478
376 19343
376 14445
376 20550
1042 17126
1042 18115
1042 15872
